,penalty,distance,damage
0,4.357313265781016,64.26867342189837,0.0
1,4.233772759473299,76.62272405267021,0.0
2,4.383680054654316,61.63220064688064,0.0002218402223661542
3,3.7037439225894406,129.62560774105597,0.0
4,3.764378571551621,123.5621428448379,0.0
5,4.417793226119297,58.22067738807032,0.0
6,4.132476200259399,86.75237997406023,0.0
7,4.458165350397478,54.183464960252266,0.0
8,4.27793226764721,72.20677323527904,0.0
9,4.080217157297087,91.97828427029137,0.0
10,3.831102591715719,116.88974082842812,0.0
11,4.433697537807111,56.63024621928895,0.0
12,3.8880315465020403,111.196845349796,0.0
13,4.316023602934536,68.39763970654641,0.0
14,4.391052281367797,60.89477186322043,0.0
15,4.3486526359237745,65.13473640762261,0.0
