,penalty,distance,damage
0,4.937316636593133,6.26886325031604,0.0006805793382227421
1,4.215071081778837,78.49289182211633,0.0
2,4.74301123304804,25.69887669519615,0.0
3,4.864671896133604,13.53281038663967,0.0
4,4.2982182349871065,70.34584331610613,0.2467927485704422
5,4.906046460847965,9.39535391520353,0.0
6,4.907988707271836,9.20112927281646,0.0
7,4.656785151550871,34.32148484491294,0.0
8,4.661744501499994,33.82554985000065,0.0
9,3.974068244520579,102.59317554794217,0.0
10,4.824581136764227,17.54188632357745,0.0
11,4.983124448219016,1.6875551780984797,0.0
12,4.809024869942412,19.097513005758803,0.0
13,3.6085365750217577,139.43112607084663,0.3172781467437744
14,38.31306006130821,177.2022450871357,3347.6060791015625
15,3.577892141746241,142.210785825376,0.0
