,penalty,distance,damage
0,87.28938460345972,150.21284525544175,6382.651611328125
1,19.95071655565978,58.4330218545471,1167.9702453613281
2,9.670520198452053,177.2160638330706,794.4392700195312
3,13.282157043675088,105.41228216796154,1022.0002021789551
4,43.03084010828971,236.6176186569355,5534.3143310546875
5,3.154073509033251,185.0560985489456,0.5399965047836304
6,40.270278173519685,190.45200625124798,3291.4812927246094
7,18.540007222559204,169.5818899256171,1350.9710083007812
8,28.261615337209122,167.07030100791886,3469.7294921875
9,60.041879314860495,101.34593397765374,4340.3294677734375
10,37.78328019978499,181.81274717014642,3628.26416015625
11,44.44966693578611,452.7671828101296,3908.9465942382812
12,69.3249931514223,187.3750931984752,5188.5166015625
13,5.954941726289604,253.74508780430511,276.57757568359375
14,4.9902930056359,0.9706994364101119,0.0
15,3.5257869751344133,195.6679317396056,45.344364166259766
