,penalty,distance,damage
0,4.979693320596,2.030667940400056,0.0
1,4.16230592073554,83.76940792644606,0.0
2,4.520606266803891,47.939373319611,0.0
3,3.070608302575434,192.9391697424566,0.0
4,4.788622916890296,21.137708310970446,0.0
5,4.7633146474222015,23.668535257779865,0.0
6,4.389452154477126,61.05506465183669,0.00028985878452658653
7,4.888158942530243,11.18410574697577,0.0
8,4.45296468464199,54.70353153580103,0.0
9,4.810977918900204,18.90220810997968,0.0
10,4.370527925438181,62.94720745618198,0.0
11,4.426726596147584,57.32734038524166,0.0
12,4.3324063642541235,66.75936357458775,0.0
13,4.967767094066629,3.223290593337132,0.0
14,4.426942437715006,57.30575622849943,0.0
15,4.446178315181097,55.38216848189036,0.0
